No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
11, 4mxtA, 0.5539, 3.36, 0.025, 183, 81, CRYSTAL STRUCTURE OF AN OUTER-MEMBRANE LIPOPROTEIN CARRIER PROTEIN (BACUNI_04723) FROM BACTEROIDES UNIFORMIS ATCC 8492 AT 1.40 A RESOLUTION
12, 3mh9C, 0.5476, 3.54, 0.037, 205, 81, CRYSTAL STRUCTURE OF LPRG MUTANT V91W FROM MYCOBACTERIUM TUBERCULOSIS
13, 1tfkA, 0.5429, 3.22, 0.120, 94, 75, RIBONUCLEASE FROM ESCHERICHIA COLI COMPLEXED WITH ITS INHIBTOR PROTEIN
14, 3hi2D, 0.5314, 3.38, 0.081, 91, 74, STRUCTURE OF THE N-TERMINAL DOMAIN OF THE E. COLI ANTITOXIN MQSA (YGIT/B3021) IN COMPLEX WITH THE E. COLI TOXIN MQSR (YGIU/B3022)
15, 2zf4F, 0.5264, 3.87, 0.130, 183, 77, CRYSTAL STRUCTURE OF VIOE COMPLEXED WITH PHENYLPYRUVIC ACID
16, 2byoA, 0.5241, 3.68, 0.130, 183, 77, CRYSTAL STRUCTURE OF MYCOBACTERIUM TUBERCULOSIS LIPOPROTEIN LPPX (RV2945C)
17, 2zf3E, 0.5237, 3.58, 0.120, 186, 75, CRYSTAL STRUCTURE OF VIOE
18, 2v42B, 0.5196, 3.84, 0.039, 278, 77, CRYSTAL STRUCTURE OF RSEB: A SENSOR FOR PERIPLASMIC STRESS RESPONSE IN E. COLI
19, 6jl9A, 0.5191, 3.31, 0.056, 189, 72, CRYSTAL STRUCTURE OF A FROG EPENDYMIN RELATED PROTEIN 
20, 3m4wC, 0.5191, 3.95, 0.038, 276, 78, STRUCTURAL BASIS FOR THE NEGATIVE REGULATION OF BACTERIAL STRESS RESPONSE BY RSEB
21, 3mh9A, 0.5187, 3.65, 0.012, 205, 82, CRYSTAL STRUCTURE OF LPRG MUTANT V91W FROM MYCOBACTERIUM TUBERCULOSIS
22, 3m4wD, 0.5176, 3.95, 0.038, 269, 78, STRUCTURAL BASIS FOR THE NEGATIVE REGULATION OF BACTERIAL STRESS RESPONSE BY RSEB
23, 4zraA, 0.5175, 3.55, 0.012, 196, 81, CRYSTAL STRUCTURE OF MYCOBACTERIUM TUBERCULOSIS LPRG BINDING TO TRIACYLGLYCERIDE
24, 2zf3B, 0.5170, 4.13, 0.128, 169, 78, CRYSTAL STRUCTURE OF VIOE
25, 2wafA, 0.5170, 3.66, 0.050, 619, 80, PENICILLIN-BINDING PROTEIN 2B (PBP-2B) FROM STREPTOCOCCUS PNEUMONIAE (STRAIN R6)
26, 2zf4C, 0.5169, 4.07, 0.104, 181, 77, CRYSTAL STRUCTURE OF VIOE COMPLEXED WITH PHENYLPYRUVIC ACID
27, 3mhaA, 0.5168, 3.67, 0.012, 195, 82, CRYSTAL STRUCTURE OF LPRG FROM MYCOBACTERIUM TUBERCULOSIS BOUND TO PIM
28, 3m4wB, 0.5161, 3.95, 0.038, 284, 78, STRUCTURAL BASIS FOR THE NEGATIVE REGULATION OF BACTERIAL STRESS RESPONSE BY RSEB
29, 3bmzB, 0.5158, 4.23, 0.103, 190, 78, VIOLACEIN BIOSYNTHETIC ENZYME VIOE
30, 4ovdA, 0.5155, 3.83, 0.085, 408, 82, CRYSTAL STRUCTURE OF A PUTATIVE PEPTIDOGLYCAN GLYCOSYLTRANSFERASE FROM ATOPOBIUM PARVULUM DSM 20469
31, 4opbA, 0.5152, 4.03, 0.025, 232, 80, AA13 LYTIC POLYSACCHARIDE MONOOXYGENASE FROM ASPERGILLUS ORYZAE
32, 2zf4B, 0.5145, 4.14, 0.103, 180, 78, CRYSTAL STRUCTURE OF VIOE COMPLEXED WITH PHENYLPYRUVIC ACID
33, 6e8nB, 0.5140, 3.67, 0.068, 182, 74, CRYSTAL STRUCTURE OF GLYCOSYLATED HUMAN EPDR1 
34, 3bmzA, 0.5140, 4.10, 0.104, 185, 77, VIOLACEIN BIOSYNTHETIC ENZYME VIOE
35, 3m4wA, 0.5134, 4.01, 0.037, 284, 81, STRUCTURAL BASIS FOR THE NEGATIVE REGULATION OF BACTERIAL STRESS RESPONSE BY RSEB
36, 2zf3D, 0.5131, 4.19, 0.104, 185, 77, CRYSTAL STRUCTURE OF VIOE
37, 6e7oC, 0.5130, 3.86, 0.079, 154, 76, CRYSTAL STRUCTURE OF DEGLYCOSYLATED HUMAN EPDR1 
38, 2lg1A, 0.5129, 2.51, 0.143, 185, 63, SOLUTION STRUCTURE OF THE HUMAN AKAP13 PH DOMAIN AND STABILIZING DH HELIX
39, 6e8nA, 0.5126, 3.52, 0.082, 185, 73, CRYSTAL STRUCTURE OF GLYCOSYLATED HUMAN EPDR1 
40, 5lgdA, 0.5125, 4.01, 0.071, 400, 84, THE CIDRA DOMAIN FROM MCVAR1 PFEMP1 BOUND TO CD36
41, 2zf4E, 0.5125, 4.18, 0.128, 177, 78, CRYSTAL STRUCTURE OF VIOE COMPLEXED WITH PHENYLPYRUVIC ACID
42, 4bjpA, 0.5112, 4.14, 0.036, 409, 83, CRYSTAL STRUCTURE OF E. COLI PENICILLIN BINDING PROTEIN 3
43, 2y3vB, 0.5112, 3.17, 0.041, 159, 73, N-TERMINAL HEAD DOMAIN OF DANIO RERIO SAS-6
44, 4d0nB, 0.5111, 2.55, 0.156, 371, 64, AKAP13 (AKAP-LBC) RHOGEF DOMAIN IN COMPLEX WITH RHOA
45, 4f7bB, 0.5109, 4.05, 0.085, 393, 82, STRUCTURE OF THE LYSOSOMAL DOMAIN OF LIMP-2
46, 2zf4A, 0.5106, 4.20, 0.103, 187, 78, CRYSTAL STRUCTURE OF VIOE COMPLEXED WITH PHENYLPYRUVIC ACID
47, 2in5B, 0.5104, 3.91, 0.027, 183, 73, CRYSTAL STRUCTURE OF THE HYPOTHETICAL LIPOPROTEIN YMCC FROM ESCHERICHIA COLI (K12) NORTHEAST STRUCTURAL GENOMICS TARGET ER552.
48, 5t7kA, 0.5103, 4.05, 0.025, 232, 80, X-RAY CRYSTAL STRUCTURE OF AA13 LPMO
49, 2p4bA, 0.5102, 3.82, 0.039, 284, 76, CRYSTAL STRUCTURE OF E.COLI RSEB
50, 5efxA, 0.5097, 2.55, 0.078, 144, 64, CRYSTAL STRUCTURE OF RHO GTPASE REGULATOR
51, 4fvsD, 0.5093, 3.78, 0.038, 211, 79, CRYSTAL STRUCTURE OF A PUTATIVE LIPOPROTEIN (BDI_3050) FROM PARABACTEROIDES DISTASONIS ATCC 8503 AT 2.70 A RESOLUTION
52, 6e7oB, 0.5092, 3.61, 0.081, 161, 74, CRYSTAL STRUCTURE OF DEGLYCOSYLATED HUMAN EPDR1 
53, 6jldB, 0.5091, 3.75, 0.054, 183, 74, CRYSTAL STRUCTURE OF A HUMAN EPENDYMIN RELATED PROTEIN 
54, 3czbA, 0.5090, 3.56, 0.068, 325, 74, CRYSTAL STRUCTURE OF PUTATIVE TRANSGLYCOSYLASE FROM CAULOBACTER CRESCENTUS
55, 3rwrH, 0.5084, 3.27, 0.097, 227, 72, CRYSTAL STRUCTURE OF THE HUMAN XRCC4-XLF COMPLEX
56, 6bcaA, 0.5077, 2.52, 0.143, 139, 63, A COMPLEX BETWEEN PH DOMAIN OF LBCRHOGEF (AKAP-LBC) AND ACTIVATED RHOA BOUND TO A GTP ANALOG
57, 2p4bB, 0.5072, 3.76, 0.040, 260, 75, CRYSTAL STRUCTURE OF E.COLI RSEB
58, 2v42A, 0.5065, 4.09, 0.039, 290, 77, CRYSTAL STRUCTURE OF RSEB: A SENSOR FOR PERIPLASMIC STRESS RESPONSE IN E. COLI
59, 3czbB, 0.5063, 3.37, 0.056, 326, 72, CRYSTAL STRUCTURE OF PUTATIVE TRANSGLYCOSYLASE FROM CAULOBACTER CRESCENTUS
60, 2p4bC, 0.5055, 4.04, 0.039, 260, 77, CRYSTAL STRUCTURE OF E.COLI RSEB
61, 6jldC, 0.5054, 3.66, 0.055, 184, 73, CRYSTAL STRUCTURE OF A HUMAN EPENDYMIN RELATED PROTEIN 
62, 2v43A, 0.5046, 4.01, 0.039, 261, 77, CRYSTAL STRUCTURE OF RSEB: A SENSOR FOR PERIPLASMIC STRESS RESPONSE IN E. COLI
63, 6jldD, 0.5040, 4.06, 0.092, 180, 76, CRYSTAL STRUCTURE OF A HUMAN EPENDYMIN RELATED PROTEIN 
64, 2pd0B, 0.5038, 3.21, 0.056, 202, 71, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
65, 3q4fE, 0.5036, 3.61, 0.096, 227, 73, CRYSTAL STRUCTURE OF XRCC4/XLF-CERNUNNOS COMPLEX
66, 3q4fB, 0.5036, 3.61, 0.096, 227, 73, CRYSTAL STRUCTURE OF XRCC4/XLF-CERNUNNOS COMPLEX
67, 3q4fF, 0.5035, 3.63, 0.096, 227, 73, CRYSTAL STRUCTURE OF XRCC4/XLF-CERNUNNOS COMPLEX
68, 2pd0C, 0.5033, 3.21, 0.056, 202, 71, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
69, 6bcaB, 0.5032, 2.55, 0.143, 139, 63, A COMPLEX BETWEEN PH DOMAIN OF LBCRHOGEF (AKAP-LBC) AND ACTIVATED RHOA BOUND TO A GTP ANALOG
70, 3q4fA, 0.5031, 3.63, 0.096, 227, 73, CRYSTAL STRUCTURE OF XRCC4/XLF-CERNUNNOS COMPLEX
71, 3fzxA, 0.5028, 3.67, 0.040, 201, 75, CRYSTAL STRUCTURE OF A PUTATIVE EXPORTED PROTEIN WITH YMCC-LIKE FOLD (BF2203) FROM BACTEROIDES FRAGILIS NCTC 9343 AT 2.22 A RESOLUTION
72, 2r9aA, 0.5027, 2.58, 0.063, 210, 63, CRYSTAL STRUCTURE OF HUMAN XLF
73, 3necC, 0.5023, 3.63, 0.104, 164, 77, CRYSTAL STRUCTURE OF TOXOPLASMA GONDII PROFILIN
74, 2y3vA, 0.5022, 3.13, 0.042, 158, 71, N-TERMINAL HEAD DOMAIN OF DANIO RERIO SAS-6
75, 3necD, 0.5020, 3.72, 0.051, 164, 78, CRYSTAL STRUCTURE OF TOXOPLASMA GONDII PROFILIN
76, 4fvsC, 0.5017, 3.86, 0.077, 211, 78, CRYSTAL STRUCTURE OF A PUTATIVE LIPOPROTEIN (BDI_3050) FROM PARABACTEROIDES DISTASONIS ATCC 8503 AT 2.70 A RESOLUTION
77, 1nrfA, 0.5012, 3.66, 0.055, 246, 73, C-TERMINAL DOMAIN OF THE BACILLUS LICHENIFORMIS BLAR PENICILLIN-RECEPTOR
78, 5t7nA, 0.5006, 4.26, 0.060, 232, 84, X-RAY CRYSTAL STRUCTURE OF AA13 LPMO
79, 2pd0A, 0.5006, 3.23, 0.056, 202, 71, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
80, 6i2kE, 0.5003, 4.25, 0.035, 392, 85, STRUCTURE OF EV71 COMPLEXED WITH ITS RECEPTOR SCARB2 
81, 4fvsE, 0.5001, 4.06, 0.062, 210, 81, CRYSTAL STRUCTURE OF A PUTATIVE LIPOPROTEIN (BDI_3050) FROM PARABACTEROIDES DISTASONIS ATCC 8503 AT 2.70 A RESOLUTION
