No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
34, 4p2tA, 0.5198, 3.68, 0.107, 192, 84, CRYSTAL STRUCTURE OF KAPOSI S SARCOMA-ASSOCIATED HERPESVIRUS (KSHV) PROTEASE IN COMPLEX WITH A DIMER DISRUPTOR
35, 5v5eA, 0.5196, 3.67, 0.107, 188, 84, ROOM TEMPERATURE (280K) CRYSTAL STRUCTURE OF KAPOSI S SARCOMA- ASSOCIATED HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR (COMPOUND 733)
36, 5ur3A, 0.5193, 3.74, 0.107, 190, 84, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
37, 4cx8A, 0.5192, 4.21, 0.132, 212, 91, MONOMERIC PSEUDORABIES VIRUS PROTEASE PUL26N AT 2.5 A RESOLUTION
38, 1vzvA, 0.5184, 3.62, 0.096, 211, 83, STRUCTURE OF VARICELLA-ZOSTER VIRUS PROTEASE
39, 5v5dA, 0.5178, 3.76, 0.107, 191, 84, ROOM TEMPERATURE (280K) CRYSTAL STRUCTURE OF KAPOSI S SARCOMA- ASSOCIATED HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR (COMPOUND 250)
40, 5uw8F, 0.5177, 3.89, 0.091, 103, 88, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
41, 5uteB, 0.5175, 3.63, 0.120, 184, 83, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
42, 5uvpA, 0.5174, 3.76, 0.107, 190, 84, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
43, 5v5eB, 0.5170, 3.77, 0.107, 181, 84, ROOM TEMPERATURE (280K) CRYSTAL STRUCTURE OF KAPOSI S SARCOMA- ASSOCIATED HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR (COMPOUND 733)
44, 4v0tB, 0.5166, 4.03, 0.148, 215, 88, MONOMERIC PSEUDORABIES VIRUS PROTEASE PUL26N AT 2.1 A RESOLUTION
45, 5v5dB, 0.5165, 3.64, 0.120, 186, 83, ROOM TEMPERATURE (280K) CRYSTAL STRUCTURE OF KAPOSI S SARCOMA- ASSOCIATED HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR (COMPOUND 250)
46, 1njuC, 0.5164, 3.74, 0.106, 227, 85, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
47, 1at3A, 0.5164, 3.94, 0.092, 217, 87, HERPES SIMPLEX VIRUS TYPE II PROTEASE
48, 5uv3B, 0.5163, 3.61, 0.120, 187, 83, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
49, 5uteA, 0.5163, 3.76, 0.107, 191, 84, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
50, 4v07B, 0.5163, 4.17, 0.133, 224, 90, DIMERIC PSEUDORABIES VIRUS PROTEASE PUL26N AT 2.1 A RESOLUTION
51, 4p3hB, 0.5160, 3.70, 0.095, 185, 84, CRYSTAL STRUCTURE OF KAPOSI S SARCOMA-ASSOCIATED HERPESVIRUS (KSHV) PROTEASE IN COMPLEX WITH DIMER DISRUPTOR
52, 1at3B, 0.5155, 4.00, 0.091, 217, 88, HERPES SIMPLEX VIRUS TYPE II PROTEASE
53, 1o6eB, 0.5153, 3.77, 0.103, 232, 87, EPSTEIN-BARR VIRUS PROTEASE
54, 1njuA, 0.5153, 3.75, 0.094, 230, 85, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
55, 1njuD, 0.5148, 3.74, 0.106, 230, 85, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
56, 5uw8C, 0.5141, 3.81, 0.093, 101, 86, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
57, 1nkkB, 0.5136, 3.87, 0.093, 226, 86, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
58, 5utnB, 0.5134, 3.61, 0.096, 188, 83, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
59, 2wpoA, 0.5134, 3.85, 0.118, 230, 85, HCMV PROTEASE INHIBITOR COMPLEX
60, 1nkkC, 0.5133, 3.90, 0.093, 226, 86, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
61, 4cx8B, 0.5125, 3.97, 0.138, 206, 87, MONOMERIC PSEUDORABIES VIRUS PROTEASE PUL26N AT 2.5 A RESOLUTION
62, 2wpoC, 0.5125, 3.77, 0.094, 230, 85, HCMV PROTEASE INHIBITOR COMPLEX
63, 2wpoB, 0.5121, 3.76, 0.094, 230, 85, HCMV PROTEASE INHIBITOR COMPLEX
64, 1njuB, 0.5099, 4.02, 0.092, 230, 87, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
65, 2wpoD, 0.5098, 3.77, 0.094, 230, 85, HCMV PROTEASE INHIBITOR COMPLEX
66, 1nkkA, 0.5095, 4.06, 0.069, 222, 87, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
67, 1fl1B, 0.5091, 3.77, 0.106, 207, 85, KSHV PROTEASE
68, 1o6eA, 0.5074, 3.87, 0.103, 225, 87, EPSTEIN-BARR VIRUS PROTEASE
69, 1nkkD, 0.5069, 3.80, 0.095, 220, 84, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
70, 1njtD, 0.5066, 3.77, 0.095, 223, 84, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
71, 1iedA, 0.5053, 3.82, 0.071, 214, 85, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT (H157E) OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
72, 1njtB, 0.5045, 3.86, 0.095, 227, 84, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
73, 1nkmA, 0.5040, 4.05, 0.070, 220, 86, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
74, 1id4A, 0.5034, 3.47, 0.127, 208, 79, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT (H157Q) OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
75, 1njtC, 0.5032, 3.75, 0.096, 222, 83, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
76, 1njtA, 0.5018, 3.73, 0.096, 226, 83, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
77, 1iegB, 0.5018, 3.66, 0.098, 223, 82, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT S134A/H157A OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
78, 1jq7B, 0.5011, 3.89, 0.095, 217, 84, HCMV PROTEASE DIMER-INTERFACE MUTANT S225Y COMPLEXED TO INHIBITOR BILC 408
79, 1iefA, 0.5003, 3.58, 0.087, 208, 80, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT S134A OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
80, 1iecA, 0.5001, 3.55, 0.127, 206, 79, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT (H157A) OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
