No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
60, 4p2tB, 0.5354, 3.35, 0.134, 190, 82, CRYSTAL STRUCTURE OF KAPOSI S SARCOMA-ASSOCIATED HERPESVIRUS (KSHV) PROTEASE IN COMPLEX WITH A DIMER DISRUPTOR
61, 5utnB, 0.5352, 3.40, 0.134, 188, 82, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
62, 5uw8E, 0.5348, 3.96, 0.773, 106, 88, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
63, 1iefA, 0.5348, 3.84, 0.128, 208, 86, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT S134A OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
64, 5uw8B, 0.5347, 3.93, 0.773, 98, 88, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
65, 5uv3B, 0.5345, 3.38, 0.134, 187, 82, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
66, 1iecA, 0.5344, 4.02, 0.115, 206, 87, CRYSTAL STRUCTURE OF THE CATALYTIC SITE MUTANT (H157A) OF THE HUMAN CYTOMEGALOVIRUS PROTEASE
67, 5uw8D, 0.5340, 3.92, 0.773, 102, 88, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
68, 5uvpB, 0.5336, 3.38, 0.134, 190, 82, KAPOSI S SARCOMA HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR
69, 5uw8G, 0.5335, 3.95, 0.773, 106, 88, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
70, 5v5eB, 0.5330, 3.46, 0.146, 181, 82, ROOM TEMPERATURE (280K) CRYSTAL STRUCTURE OF KAPOSI S SARCOMA- ASSOCIATED HERPESVIRUS PROTEASE IN COMPLEX WITH ALLOSTERIC INHIBITOR (COMPOUND 733)
71, 5uw2B, 0.5326, 3.91, 0.782, 110, 87, STRUCTURE OF E. COLI MCE PROTEIN MLAD PERIPLASMIC DOMAIN
72, 4p3hB, 0.5326, 3.42, 0.134, 185, 82, CRYSTAL STRUCTURE OF KAPOSI S SARCOMA-ASSOCIATED HERPESVIRUS (KSHV) PROTEASE IN COMPLEX WITH DIMER DISRUPTOR
73, 1cmvB, 0.5325, 3.87, 0.119, 206, 84, HUMAN CYTOMEGALOVIRUS PROTEASE
74, 5uw2C, 0.5324, 3.93, 0.782, 110, 87, STRUCTURE OF E. COLI MCE PROTEIN MLAD PERI
